54910,0.80015,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,False,0.3,1543.5018023401667
54910,0.80627,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,False,0.3,1543.5018023401667
54910,0.81475,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,False,0.3,1543.5018023401667
54910,0.80451,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,False,0.3,1543.5018023401667
54910,0.80270,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,False,0.3,1543.5018023401667
3745,0.03504,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic Greedy Best First Search,False,0.3,1201787.5281076897
3745,0.03503,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic Greedy Best First Search,False,0.3,1201787.5281076897
3745,0.03603,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic Greedy Best First Search,False,0.3,1201787.5281076897
3745,0.03503,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic Greedy Best First Search,False,0.3,1201787.5281076897
3745,0.03603,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic Greedy Best First Search,False,0.3,1201787.5281076897
767,0.02402,"15.0, 15.0","785.0, 785.0",Individual Greedy DTS,False,0.3,1201780.07999796
735,0.02402,"15.0, 15.0","785.0, 785.0",Individual Greedy DTS,False,0.3,1201780.07999796
735,0.02402,"15.0, 15.0","785.0, 785.0",Individual Greedy DTS,False,0.3,1201780.07999796
735,0.02903,"15.0, 15.0","785.0, 785.0",Individual Greedy DTS,False,0.3,1201780.07999796
735,0.02302,"15.0, 15.0","785.0, 785.0",Individual Greedy DTS,False,0.3,1201780.07999796
9143,0.53949,"15.0, 15.0","785.0, 785.0",Individual A* DTS,False,0.3,1759.0991185805487
9094,0.53852,"15.0, 15.0","785.0, 785.0",Individual A* DTS,False,0.3,1759.0991185805487
9094,0.53349,"15.0, 15.0","785.0, 785.0",Individual A* DTS,False,0.3,1759.0991185805487
9094,0.53086,"15.0, 15.0","785.0, 785.0",Individual A* DTS,False,0.3,1759.0991185805487
9094,0.53348,"15.0, 15.0","785.0, 785.0",Individual A* DTS,False,0.3,1759.0991185805487
6658,0.38947,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.0,1547.4199697544686
6658,0.38769,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.0,1547.4199697544686
6658,0.38836,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.0,1547.4199697544686
6658,0.38936,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.0,1547.4199697544686
6658,0.38786,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.0,1547.4199697544686
9344,0.59454,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.25,1801.8416726124892
4686,0.23521,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.25,1820.351860535432
7722,0.45592,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.25,1851.6841399892533
8512,0.51749,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.25,1755.0108068259797
6858,0.38788,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.25,1642.009796699203
11054,0.75067,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.5,1770.141831055168
9111,0.57503,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.5,1678.0621920333783
11962,0.83777,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.5,1737.1048327204976
9547,0.61306,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.5,1730.8719466804323
10418,0.68814,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.5,1743.053865921308
11163,0.75220,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.75,1747.9992770232252
9138,0.57452,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.75,1651.8023074035555
11125,0.74422,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.75,1708.212898867033
11067,0.73218,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.75,1703.0351934436185
9347,0.58574,"15.0, 15.0","785.0, 785.0",EISMHA,False,0.75,1634.5474734076165
6594,0.37033,"15.0, 15.0","785.0, 785.0",EISMHA,False,1.0,1541.660171779824
6594,0.39386,"15.0, 15.0","785.0, 785.0",EISMHA,False,1.0,1541.660171779824
6594,0.37034,"15.0, 15.0","785.0, 785.0",EISMHA,False,1.0,1541.660171779824
6594,0.37334,"15.0, 15.0","785.0, 785.0",EISMHA,False,1.0,1541.660171779824
6594,0.37334,"15.0, 15.0","785.0, 785.0",EISMHA,False,1.0,1541.660171779824
